"global_id";"ObjectName";"NameWinter";"PhotoWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";
"2644656027";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №1";"nested data";"Западный административный округ";"район Кунцево";"Оршанская улица, дом 10, корпус 1";"1293@edu.mos.ru";"sch1293.mskobr.ru";"(499) 140-34-89";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.410668641, 55.742910387], type=Point}";"{coordinates=[37.410668641, 55.742910387], type=Point}";
"2644659509";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Юго-Западный административный округ";"Академический район";"Новочерёмушкинская улица, дом 24";"academsport@mail.ru";"akademichesky.mos.ru/";"(499) 129-04-41";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.574972896, 55.680921992], type=Point}";"{coordinates=[37.574972896, 55.680921992], type=Point}";
"2644668645";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Юго-Западный административный округ";"район Коньково";"улица Бутлерова, дом 3А";"uzao-konkovo@mos.ru";"konkovo.mos.ru";"(495) 420-89-60";"";"nested data";"";"нет";"";"да";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.524651, 55.655161], type=Point}";"{coordinates=[37.524651, 55.655161], type=Point}";
"2645509621";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Центральный административный округ";"Таганский район";"5-й Котельнический переулок, дом 8";"2104@edu.mos.ru";"sch2104c.mskobr.ru";"(495) 915-64-61";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.64874353, 55.742397502], type=Point}";"{coordinates=[37.64874353, 55.742397502], type=Point}";
"2645509622";"Спортивный комплекс центра содействия семейному воспитанию «Каховские Ромашки»";"Универсальная спортивная площадка";"nested data";"Юго-Западный административный округ";"район Зюзино";"улица Каховка, дом 2, строение 3";"cssv-kromashki@social.mos.ru";"usynovi-moskva.ru/our_centers/kahovskie_romashki";"(495) 318-16-46";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.589276568, 55.652079852], type=Point}";"{coordinates=[37.589276568, 55.652079852], type=Point}";
"2645509623";"Стадион «Буревестник»";"Площадка для игры в футбол";"nested data";"Центральный административный округ";"район Хамовники";"улица Плющиха, дом 57";"bass.msok@yandex.ru";"www.sechenov.ru/univers/structure/other/stadion-burevestnik";"(495) 532-37-85";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.576126047, 55.736222276], type=Point}";"{coordinates=[37.576126047, 55.736222276], type=Point}";
"2645509626";"Спортивный комплекс учреждения социальной защиты населения «Территориальный центр социального обслуживания «Зюзино»";"Универсальная спортивная площадка";"nested data";"Юго-Западный административный округ";"район Зюзино";"Одесская улица, дом 9, корпус 1";"";"dszn.ru";"(499) 613-35-15";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"да";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.597904147, 55.661508144], type=Point}";"{coordinates=[37.597904147, 55.661508144], type=Point}";
"2645509630";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Юго-Западный административный округ";"Гагаринский район";"Ломоносовский проспект, дом 16";"1533@edu.mos.ru";"lyc1533.mskobr.ru";"(499) 125-23-59";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.544136814, 55.692697464], type=Point}";"{coordinates=[37.544136814, 55.692697464], type=Point}";
"2645509632";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Восточный административный округ";"район Перово";"улица Плющева, дом 11А";"2126@edu.mos.ru";"sch2126.mskobr.ru";"(495) 309-04-92";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.761937924, 55.742574454], type=Point}";"{coordinates=[37.761937924, 55.742574454], type=Point}";
"2645509634";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Западный административный округ";"район Тропарёво-Никулино";"улица 26-ти Бакинских Комиссаров, дом 3, корпус 3";"1543@edu.mos.ru";"gym1543.mskobr.ru";"(495) 434-26-58";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.485967, 55.654677], type=Point}";"{coordinates=[37.485967, 55.654677], type=Point}";
"2645509638";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Центральный административный округ";"Таганский район";"Большая Калитниковская улица, дом 42/5";"kad1@edu.mos.ru";"kdsch1s.mskobr.ru";"(495) 611-53-21";"";"nested data";"";"нет";"";"нет";"нет";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"нет";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.691728, 55.735885], type=Point}";"{coordinates=[37.691728, 55.735885], type=Point}";
"2645509640";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"Алексеевский район";"улица Павла Корчагина, дом 1А";"1503@edu.mos.ru";"gym1503.mskobr.ru";"(495) 683-77-12";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"25";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.654099184, 55.813166519], type=Point}";"{coordinates=[37.654099184, 55.813166519], type=Point}";
"2645509642";"Спортивный комплекс Московского городского педагогического университета «Институт среднего профессионального образования им. К. Д. Ушинского»";"Универсальная спортивная площадка";"nested data";"Западный административный округ";"район Дорогомилово";"Поклонная улица, дом 2";"info@mgpu.ru";"www.mgpu.ru";"(499) 181-21-33";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.531568315, 55.737374772], type=Point}";"{coordinates=[37.531568315, 55.737374772], type=Point}";
"2645509643";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Юго-Западный административный округ";"район Тёплый Стан";"улица Островитянова, дом 18, корпус 5";"1507@edu.mos.ru";"gym1507uz.mskobr.ru";"(495) 420-70-32";"";"nested data";"";"нет";"";"нет";"0";"да";"да";"да";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.510366692, 55.632414883], type=Point}";"{coordinates=[37.510366692, 55.632414883], type=Point}";
"2645509646";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Северо-Восточный административный округ";"Ярославский район";"Ярославское шоссе, дом 147";"760@edu.mos.ru";"schsv760.mskobr.ru";"(499) 182-56-10";"";"nested data";"";"нет";"";"нет";"нет";"да";"да";"да";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.720508979, 55.880504062], type=Point}";"{coordinates=[37.720508979, 55.880504062], type=Point}";
"2645509647";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Западный административный округ";"район Кунцево";"улица Ивана Франко, дом 28, корпус 3";"887@edu.mos.ru";"sch887.mskobr.ru";"(495) 123-50-55";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.427103394, 55.729441313], type=Point}";"{coordinates=[37.427103394, 55.729441313], type=Point}";
"2645509648";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Западный административный округ";"район Кунцево";"улица Ивана Франко, дом 28, корпус 3";"887@edu.mos.ru";"sch887.mskobr.ru";"(495) 123-50-55";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.426676489, 55.729380062], type=Point}";"{coordinates=[37.426676489, 55.729380062], type=Point}";
"2645509659";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Центральное";"улица Красного Маяка, дом 13А";"1173@edu.mos.ru";"sch1173.mskobr.ru/";"(495) 313-06-46";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.581933359, 55.611592143], type=Point}";"{coordinates=[37.581933359, 55.611592143], type=Point}";
"2645509660";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Восточный административный округ";"район Перово";"Перовская улица, дом 37";"920@edu.mos.ru";"sch920v.mskobr.ru";"(495) 368-07-80";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.777463309, 55.747177378], type=Point}";"{coordinates=[37.777463309, 55.747177378], type=Point}";
"2645509665";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Юго-Западный административный округ";"район Коньково";"улица Академика Капицы, дом 16";"1273@edu.mos.ru";"sch1273uz.mskobr.ru";"(495) 420-29-33";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.524570721, 55.627047403], type=Point}";"{coordinates=[37.524570721, 55.627047403], type=Point}";
"2645509667";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №2";"nested data";"Зеленоградский административный округ";"район Силино";"город Зеленоград, корпус 1115";"853@edu.mos.ru";"sch853zg.mskobr.ru";"(499) 731-55-51";"";"nested data";"";"нет";"";"нет";"нет";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.187679918, 55.996423121], type=Point}";"{coordinates=[37.187679918, 55.996423121], type=Point}";
"2645509669";"Спортивный комплекс образовательного учреждения";"Площадка для игры в волейбол";"nested data";"Зеленоградский административный округ";"район Старое Крюково";"город Зеленоград, корпус 818";"gym1528@mail.ru";"gym1528zg.mskobr.ru";"(499) 731-55-50";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.191251934, 55.977492831], type=Point}";"{coordinates=[37.191251934, 55.977492831], type=Point}";
"2645509671";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Зеленоградский административный округ";"район Савёлки";"город Зеленоград, корпус 621А";"S854v@yandex.ru";"sch854zg.mskobr.ru";"(499) 736-75-15";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.234181134, 55.990479932], type=Point}";"{coordinates=[37.234181134, 55.990479932], type=Point}";
"2645509673";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Западный административный округ";"Можайский район";"Можайское шоссе, дом 50";"1400@edu.mos.ru";"sch1400z.mskobr.ru";"(495) 448-92-59";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.405793476, 55.717576124], type=Point}";"{coordinates=[37.405793476, 55.717576124], type=Point}";
"2645509674";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №3";"nested data";"Восточный административный округ";"район Метрогородок";"Открытое шоссе, дом 24, корпус 7";"1246@edu.mos.ru";"sch1246v.mskobr.ru";"(499) 167-80-23";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.754558675, 55.819961974], type=Point}";"{coordinates=[37.754558675, 55.819961974], type=Point}";
"2645509677";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Юго-Западный административный округ";"район Черёмушки";"Херсонская улица, дом 27А";"15@edu.mos.ru";"sch15uz.mskobr.ru";"(495) 331-54-66";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.560545701, 55.653016703], type=Point}";"{coordinates=[37.560545701, 55.653016703], type=Point}";
"2645509678";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Западный административный округ";"район Фили-Давыдково";"Кастанаевская улица, дом 59, корпус 1";"kad1@edu.mos.ru";"1mkk.mskobr.ru";"(499) 144-79-18";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.454704623, 55.731342118], type=Point}";"{coordinates=[37.454704623, 55.731342118], type=Point}";
"2645509687";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"Бутырский район";"улица Добролюбова, дом 14";"1236@edu.mos.ru";"sch1236sv.mskobr.ru";"(495) 639-05-05";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.59507095, 55.814781034], type=Point}";"{coordinates=[37.59507095, 55.814781034], type=Point}";
"2645509692";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"Ярославский район";"Палехская улица, дом 10";"1374@edu.mos.ru";"sch1374sv.mskobr.ru";"(499) 183-01-56";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"асфальтовое, бетонное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.698170983, 55.865693342], type=Point}";"{coordinates=[37.698170983, 55.865693342], type=Point}";
"2645509696";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Юго-Западный административный округ";"район Южное Бутово";"улица Академика Понтрягина, дом 17, корпус 1";"1368@edu.mos.ru";"sch1368uz.mskobr.ru";"(495) 715-00-54";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.501767902, 55.533314551], type=Point}";"{coordinates=[37.501767902, 55.533314551], type=Point}";
"2645509700";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Западный административный округ";"район Ново-Переделкино";"улица Федосьино, дом 16, корпус 3, строение 1";"mic@edu.mos.ru";"ck41.mskobr.ru";"(499) 608-88-41";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"газонное покрытие (искусственное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.336648519, 55.640424351], type=Point}";"{coordinates=[37.336648519, 55.640424351], type=Point}";
"2645509701";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Западный административный округ";"район Ново-Переделкино";"улица Федосьино, дом 16, корпус 3, строение 1";"mic@edu.mos.ru";"ck41.mskobr.ru";"(499) 608-88-41";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.337477466, 55.640278739], type=Point}";"{coordinates=[37.337477466, 55.640278739], type=Point}";
"2645509702";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №1";"nested data";"Западный административный округ";"район Раменки";"2-й Сетуньский проезд, дом 9";"1448@edu.mos.ru";"sch1448.mskobr.ru/";"(495) 641-16-27";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.532242028, 55.730533802], type=Point}";"{coordinates=[37.532242028, 55.730533802], type=Point}";
"2645509709";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 45, корпус 2";"1358@edu.mos.ru";"gym1358sz.mskobr.ru";"(495) 751-69-72";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"приспособлен для лиц с нарушением ОДА";"общая физическая подготовка";"{coordinates=[37.345267001, 55.857243291], type=Point}";"{coordinates=[37.345267001, 55.857243291], type=Point}";
"2645509712";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, улица Каменка, корпус 2012";"2045@edu.mos.ru";"sch2045zg.mskobr.ru";"(495) 123-67-09";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.164142486, 55.972682157], type=Point}";"{coordinates=[37.164142486, 55.972682157], type=Point}";
"2645509713";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Центральный административный округ";"район Якиманка";"Житная улица, дом 6";"627@edu.mos.ru";"sch627.mskobr.ru";"(499) 238-10-90";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.620262062, 55.730766597], type=Point}";"{coordinates=[37.620262062, 55.730766597], type=Point}";
"2645509717";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Восточный административный округ";"район Северное Измайлово";"15-я Парковая улица, дом 46А";"1748@edu.mos.ru";"gym1748v.mskobr.ru";"(495) 468-81-52";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.821468346, 55.808677428], type=Point}";"{coordinates=[37.821468346, 55.808677428], type=Point}";
"2645509719";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Сокольники";"Большая Оленья улица, дом 3";"1404@edu.mos.ru";"gym1404.mskobr.ru";"(499) 268-46-86";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.688309, 55.804206], type=Point}";"{coordinates=[37.688309, 55.804206], type=Point}";
"2645509727";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №1";"nested data";"Северо-Восточный административный округ";"район Северное Медведково";"улица Грекова, дом 20";"283@edu.mos.ru";"sch283sv-new.mskobr.ru";"(499) 479-81-07";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.664066822, 55.891799729], type=Point}";"{coordinates=[37.664066822, 55.891799729], type=Point}";
"2645509731";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Западный административный округ";"район Дорогомилово";"Студенческая улица, дом 24";"1465@edu.mos.ru";"sch1465.mskobr.ru";"(499) 240-51-63";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"бесплатно";"0";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.547491598, 55.742690787], type=Point}";"{coordinates=[37.547491598, 55.742690787], type=Point}";
"2645509733";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Западный административный округ";"район Фили-Давыдково";"Кастанаевская улица, дом 29, корпус 1";"2101@edu.mos.ru";"sch2101.mskobr.ru";"(499) 792-95-05";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"0";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.48067768, 55.734793199], type=Point}";"{coordinates=[37.48067768, 55.734793199], type=Point}";
"2645509734";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №2";"nested data";"Юго-Западный административный округ";"район Южное Бутово";"Изюмская улица, дом 61, корпус 2";"1161@edu.mos.ru";"sch1161.mskobr.ru";"(499) 232-83-18";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.562638745, 55.541481051], type=Point}";"{coordinates=[37.562638745, 55.541481051], type=Point}";
"2645509736";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №1";"nested data";"Юго-Западный административный округ";"район Южное Бутово";"Изюмская улица, дом 61, корпус 2";"1161@edu.mos.ru";"sch1161.mskobr.ru";"(499) 232-83-18";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.5638904, 55.541667744], type=Point}";"{coordinates=[37.5638904, 55.541667744], type=Point}";
"2645509741";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Центральный административный округ";"Таганский район";"5-й Котельнический переулок, дом 8";"2104@edu.mos.ru";"sch2104c.mskobr.ru";"(495) 915-64-61";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.648559798, 55.742319893], type=Point}";"{coordinates=[37.648559798, 55.742319893], type=Point}";
"2645509742";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Юго-Западный административный округ";"район Южное Бутово";"улица Адмирала Руднева, дом 16, корпус 1";"2009@edu.mos.ru";"sch2009uz.mskobr.ru";"(499) 743-74-18";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.519485251, 55.540321384], type=Point}";"{coordinates=[37.519485251, 55.540321384], type=Point}";
"2645509743";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №1";"nested data";"Юго-Западный административный округ";"район Южное Бутово";"улица Адмирала Руднева, дом 16, корпус 1";"2009@edu.mos.ru";"sch2009uz.mskobr.ru";"(499) 743-74-18";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.520325322, 55.541219639], type=Point}";"{coordinates=[37.520325322, 55.541219639], type=Point}";
"2645509744";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Юго-Западный административный округ";"район Южное Бутово";"Южнобутовская улица, дом 52, корпус 2";"2009@edu.mos.ru";"sch2009uz.mskobr.ru";"(495) 716-27-27";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.52970336, 55.539474817], type=Point}";"{coordinates=[37.52970336, 55.539474817], type=Point}";
